,obs_id,exp_mjd,night,RA_deg,Dec_deg,obs_x_au,obs_y_au,obs_z_au,mag,name,Delta_au,r_au,obj_x_au,obj_y_au,obj_z_au,obj_dx/dt_au_p_day,obj_dy/dt_au_p_day,obj_dz/dt_au_p_day,theta_x_deg,theta_y_deg,naive_dec,naive_ra
425358,6282091,59582.1729999993,59582,199.47386796580003,-19.1407634496,-0.2119473864,0.9602515564,-7.80229e-05,20.8754116391,K2649,2.7420198471,2.7041635756,-2.6541880016999997,-0.1897101817,-0.4814527409,0.0014021348999999998,-0.010660278600000002,0.0026403310999999997,-0.5483016334164267,0.53724890062291,0.6592365503999993,-0.32613203419998626
30847,454339,59582.1729999993,59582,198.97638427599998,-19.4759508848,-0.2119473864,0.9602515564,-7.80229e-05,19.3080370698,14657,3.3465678065,3.2819497533999997,-3.1955594168,-0.42488561950000003,-0.6156836915,0.0023809586,-0.0079712536,-8.420139999999999e-05,-0.9238594626471375,0.07401845027228382,0.3240491152000011,-0.8236157240000352
52215,789449,59582.1729999993,59582,199.66776269009998,-18.960455132,-0.2119473864,0.9602515564,-7.80229e-05,19.4173348194,25467,3.0977945491,3.0375174206,-2.9707455137,-0.3447954006,-0.5313184591,7.96136e-05,-0.009025761,-0.0004369511,-0.41865558645021334,0.7657228093910183,0.8395448680000008,-0.13223730990003446
72901,1139935,59582.1729999993,59582,200.568023788,-20.318548878599998,-0.2119473864,0.9602515564,-7.80229e-05,19.9364404572,36773,2.5765403127,2.5269311387,-2.4741464422,-0.1744477292,-0.4832684057,0.0025111832000000002,-0.0109861741,-0.000733904,0.9373095814561985,-0.283283656431585,-0.5185488785999972,0.7680237879999936
149744,2298188,59582.1729999993,59582,199.7401783162,-20.6088066965,-0.2119473864,0.9602515564,-7.80229e-05,21.287441911800002,74136,3.1632435135000003,3.088992353,-2.9987651768,-0.40014996090000005,-0.6238278451,0.0011412547,-0.008764614799999999,6.97854e-05,0.21369480539446956,-0.7946830254590853,-0.8088066964999996,-0.05982168380000985
154537,2352965,59582.1729999993,59582,200.28624120060002,-19.1588987152,-0.2119473864,0.9602515564,-7.80229e-05,20.3404072105,75903,2.7220821386000003,2.6731728292,-2.6237662006,-0.2130414648,-0.4650991653,0.0002826299,-0.0103751967,-0.0013402672,0.26354494598176476,0.7551364071759495,0.6411012848000013,0.48624120060000564
175197,2602732,59582.1729999993,59582,200.4408760611,-20.4943654199,-0.2119473864,0.9602515564,-7.80229e-05,20.4364367863,83960,3.1254060397,3.0431266573,-2.9551946722,-0.41308086850000003,-0.5973344942000001,0.0034122429999999997,-0.0084132422,0.0018873755,0.8697470784919793,-0.48904875449277163,-0.6943654198999987,0.6408760610999877
227597,3428138,59582.1729999993,59582,199.27596744029998,-19.3702034399,-0.2119473864,0.9602515564,-7.80229e-05,20.7545999264,B0586,3.0433817502999996,2.9894662751,-2.922103369,-0.3108608107,-0.5491685238,0.0013512961,-0.009400790899999999,0.0003673637,-0.6648455874466616,0.2611160356379367,0.42979656010000156,-0.5240325597000322
239296,3568568,59582.1729999993,59582,199.5579618807,-19.0447884259,-0.2119473864,0.9602515564,-7.80229e-05,20.876385542999998,B5116,3.5041238954000002,3.4266248806,-3.3331588689999996,-0.5119101096,-0.6080773518,0.0017930704,-0.0084153681,-0.00025718400000000004,-0.49822756837263404,0.6532616304382378,0.7552115741000023,-0.24203811930001962
308186,4630039,59582.1729999993,59582,200.1611264413,-19.0360945196,-0.2119473864,0.9602515564,-7.80229e-05,22.0168267415,E9357,2.6280834949000003,2.5882207653,-2.544085517,-0.1663238706,-0.4459282254,-0.0002775131,-0.0101042672,-0.0002417542,0.09692566196904481,0.8367705534867109,0.7639054804000018,0.3611264413000015
329764,4978045,59582.1729999993,59582,200.3180167539,-20.1900041261,-0.2119473864,0.9602515564,-7.80229e-05,21.212971691,G0583,2.7811532101,2.7219878547000005,-2.6597968297,-0.25313455170000004,-0.5202130374,0.0031584569,-0.0093842731,-0.0001716145,0.6455862787285371,-0.22903741114243012,-0.3900041260999991,0.5180167538999854
336760,5070859,59582.1729999993,59582,200.29832956599998,-19.0340709807,-0.2119473864,0.9602515564,-7.80229e-05,20.8502537937,G3577,3.2169810092,3.1408148245999996,-3.0641846419,-0.42500367780000003,-0.5430120775,0.0017942206,-0.0094703403,0.00012464049999999998,0.23267312280299798,0.8785326646645186,0.7659290192999997,0.4983295659999669
340084,5114445,59582.1729999993,59582,199.3694260066,-19.1828249531,-0.2119473864,0.9602515564,-7.80229e-05,21.2445550875,G4983,2.9532385587,2.9039302864999996,-2.8433343656,-0.2744896455,-0.5224138484,-0.0012004619,-0.0094242549,0.0005206326,-0.6370272415799486,0.46684873955818357,0.6171750469000017,-0.430573993400003
355974,5337428,59582.1729999993,59582,199.6466629014,-19.145859401400003,-0.2119473864,0.9602515564,-7.80229e-05,21.8829150412,H2176,3.1538585213999997,3.0899944869,-3.0179061983999995,-0.3702745779,-0.5506403941,0.0016178871,-0.008701691,-0.0006782575,-0.37559507693158334,0.5824733552382041,0.654140598599998,-0.15333709860001932
360381,5399025,59582.1729999993,59582,200.65540864099998,-20.2089818848,-0.2119473864,0.9602515564,-7.80229e-05,21.5087012347,H4163,3.0197091069999997,2.9413450489999997,-2.8635990854,-0.37181904590000003,-0.5595190548,-0.0002134681,-0.00947073,-5.21807e-05,0.98753004903737,-0.15267641757786762,-0.4089818847999993,0.8554086409999684
365952,5479315,59582.1729999993,59582,199.9159708489,-18.8355268729,-0.2119473864,0.9602515564,-7.80229e-05,22.5527210592,H6753,3.21523521,3.1461269435,-3.0730088881,-0.4037143413,-0.5401350282,0.001177701,-0.0085757462,-0.0009613858,-0.21577352111939144,0.9574920906526566,0.9644731270999998,0.1159708488999911
401408,5995124,59582.1729999993,59582,199.10167076759998,-19.4511271677,-0.2119473864,0.9602515564,-7.80229e-05,20.796073329200002,J3392,2.4615051364,2.4477044574,-2.4051676367,-0.06266789240000001,-0.44999831729999995,-0.0022214568,-0.0109475293,0.000121674,-0.8089583228777933,0.13373624233202433,0.34887283229999966,-0.6983292324000274
421377,6237513,59582.1729999993,59582,200.31187628680001,-20.009230311099998,-0.2119473864,0.9602515564,-7.80229e-05,20.836407098800002,K1211,2.3621884146000003,2.3354413982,-2.2935267894,-0.0681721119,-0.43517117780000003,0.0009798104,-0.0117200018,-0.0012394367,0.5785442329681882,-0.05624044614037674,-0.20923031109999712,0.5118762868000033
785915,11751638,59582.1729999993,59582,199.86427034349998,-19.2326960155,-0.2119473864,0.9602515564,-7.80229e-05,22.4943940819,b9086,3.7156986106,3.6244511014,-3.5115231356,-0.6203495174,-0.6488586369,0.0008045841,-0.008110535,0.0016662939000000002,-0.13015366388042401,0.5623676319441826,0.5673039845000005,0.0642703434999703
792489,11848265,59582.1729999993,59582,200.2515167068,-20.5359159335,-0.2119473864,0.9602515564,-7.80229e-05,21.3725896495,c2203,3.3290757908999997,3.2397702095999996,-3.1367502682999997,-0.4943403219,-0.6422899749000001,0.0015495307000000002,-0.0094009975,0.0005233437,0.6956174110200164,-0.581976935436485,-0.7359159334999994,0.45151670679999256
1547697,22963594,59582.1729999993,59582,199.2951996838,-19.2031763908,-0.2119473864,0.9602515564,-7.80229e-05,22.8357221524,K16AK,2.6355602261,2.6072309214,-2.5610545154,-0.1391357138,-0.46828847939999996,-0.0006020462,-0.0112580201,-0.0016865323999999998,-0.7033224562434097,0.42594127116126257,0.5968236092000012,-0.5048003162000043
819909,12326440,59582.1729999993,59582,199.79818252560003,-20.736203131099998,-0.2119473864,0.9602515564,-7.80229e-05,21.6102763702,d7628,2.9340578062000002,2.8703556955000002,-2.7937452288999998,-0.30569786,-0.5835051267,0.0024410348,-0.0091628189,0.0009085164999999999,0.31362279619842803,-0.9013933530079276,-0.9362031310999974,-0.0018174743999850307
1303412,19314181,59582.1729999993,59582,200.3359646659,-19.4749550027,-0.2119473864,0.9602515564,-7.80229e-05,22.702023356599998,K16AH,3.2639159056000002,3.1824121689999996,-3.0973283679000003,-0.4537487068,-0.5730761782,0.0018191395000000002,-0.0091957678,0.0002584958,0.42115262360584577,0.4655228947023703,0.3250449973000009,0.5359646658999964
1305674,19328658,59582.1729999993,59582,199.4392173995,-19.0122515931,-0.2119473864,0.9602515564,-7.80229e-05,23.3273738272,K16AM,3.1045218576,3.0470618143,-2.9797953295,-0.33828081060000004,-0.5394178225999999,0.0004739661,-0.0096016021,-0.0014379316000000001,-0.6269104453207269,0.6497686726144251,0.7877484069000005,-0.3607826005000163
1350560,20042712,59582.1729999993,59582,199.5806208475,-18.87610598,-0.2119473864,0.9602515564,-7.80229e-05,21.3151268379,K00L0,2.2712605241,2.2701507358,-2.2367789798,0.0071571467,-0.3877537028,-0.001603499,-0.011939776499999999,0.0024999294,-0.5341123207262127,0.8208232460737974,0.9238940200000023,-0.21937915250001083
1367314,20253667,59582.1729999993,59582,200.3218257502,-20.1794005447,-0.2119473864,0.9602515564,-7.80229e-05,20.159895448900002,K05EB,2.3788548936000002,2.3495420644,-2.3058023512,-0.07762802790000001,-0.4445191996,0.0028299927,-0.012135188600000001,-0.0014954998999999998,0.6458009885389231,-0.2177248092049486,-0.37940054470000106,0.5218257501999801
1400674,20691015,59582.1729999993,59582,199.4416794373,-20.0399087433,-0.2119473864,0.9602515564,-7.80229e-05,22.0036796221,K07W0,2.2004638636,2.2015890183,-2.1613101988,0.0290155161,-0.41819915119999995,-0.0026574585,-0.0122967857,-0.0001287289,-0.2727686882185604,-0.33181727483120943,-0.23990874329999912,-0.35832056270001544
1400886,20693712,59582.1729999993,59582,200.01295917150003,-19.7398459551,-0.2119473864,0.9602515564,-7.80229e-05,23.8547956181,K07W5,3.1349023743,3.0629668318000003,-2.9844537362,-0.3874118115,-0.5698366414,-5.42288e-05,-0.008944193199999999,0.0005531648,0.1905641829102213,0.11841970700832849,0.06015404489999909,0.21295917150001742
1413368,20843504,59582.1729999993,59582,199.21260323200002,-19.2126845411,-0.2119473864,0.9602515564,-7.80229e-05,22.8200647064,K08YA,2.2726931375999997,2.2749783599,-2.2385297141,0.0148049216,-0.40532958350000003,-0.000659694,-0.0120170259,-0.0005877001000000001,-0.7815723100574056,0.3929564520975072,0.5873154589000009,-0.5873967679999907
1424350,21007866,59582.1729999993,59582,199.8124341214,-19.8313631646,-0.2119473864,0.9602515564,-7.80229e-05,21.0572552115,K10B5,2.1727045688,2.1723433392,-2.1348188619,0.0314678449,-0.4007914482,0.0011686605,-0.0118389391,-0.001973198,0.022966776219995703,-0.026572720746522893,-0.03136316459999833,0.012434121399991227
1424856,21017445,59582.1729999993,59582,199.7525120327,-20.5321598317,-0.2119473864,0.9602515564,-7.80229e-05,22.6100915307,K10B9,3.3583808298,3.2753438676999997,-3.1719382017,-0.4834724228,-0.6579816959,-0.0004725417,-0.0084307488,0.0032306640000000003,0.20020077756698568,-0.7174023727224192,-0.7321598316999989,-0.04748796730001459
1431919,21163362,59582.1729999993,59582,199.1730078801,-19.0487103748,-0.2119473864,0.9602515564,-7.80229e-05,22.2919106596,K10H0,2.1236895474,2.1423579728999997,-2.1079987284,0.0796755689,-0.3737523896,-0.0006444830000000001,-0.0106771747,-0.0048863532000000005,-0.8772430860931087,0.5375861759928289,0.7512896252000019,-0.6269921199000237
1436823,21247155,59582.1729999993,59582,200.322155207,-20.453308087699998,-0.2119473864,0.9602515564,-7.80229e-05,1.4465506508000001,K10K5,2.1218624109,2.1157994735,-2.0762922906,0.031824637,-0.40571532920000003,0.00040021589999999997,-0.010820322,-0.0050484218,0.7380839476682203,-0.48239313804172357,-0.6533080876999975,0.5221552069999973
1438113,21268142,59582.1729999993,59582,200.4429566436,-20.3799338116,-0.2119473864,0.9602515564,-7.80229e-05,21.6278682331,K10KC,2.7943115426999996,2.7313440423000004,-2.6663775107,-0.26622086429999997,-0.5289590715,0.0004350364,-0.010069563299999999,0.0023004284,0.8335095456763292,-0.377677397757763,-0.5799338116000001,0.6429566436000016
1441691,21321648,59582.1729999993,59582,200.250623439,-19.4586115016,-0.2119473864,0.9602515564,-7.80229e-05,0.7958724866,K10M4,1.7840334918,1.8272607033000001,-1.7901043492,0.18966180929999998,-0.3137459084,-0.0026601118,-0.0106175811,0.006177230400000001,0.33072318942269074,0.4567760788457284,0.34138849840000063,0.45062343899999746
1444899,21381075,59582.1729999993,59582,200.3670197534,-20.2566229193,-0.2119473864,0.9602515564,-7.80229e-05,4.9660666484,K10O1,4.8024079134,4.667717103399999,-4.4356671857,-1.1397695262,-0.9018675084000001,0.0023487893,-0.0063565847,-0.0018029031,0.716669036238852,-0.27965506650854033,-0.4566229192999991,0.5670197533999897
1466071,21733576,59582.1729999993,59582,199.9179938325,-20.6139228219,-0.2119473864,0.9602515564,-7.80229e-05,22.9805946666,K12N0,3.6106822886,3.5144332535,-3.3892941949,-0.6017149228,-0.7084243825,0.0027742313,-0.0079671223,0.0016308542999999998,0.3912405815669271,-0.7501351616668668,-0.8139228219000003,0.11799383249999096
1505637,22352274,59582.1729999993,59582,199.9828962491,-19.6897618356,-0.2119473864,0.9602515564,-7.80229e-05,23.523004212199996,K14OD,2.8626601529,2.8063935088,-2.7449596326999997,-0.2684863334,-0.5186099013000001,0.0022304064,-0.0096823168,-0.0011041948,0.14371873594079576,0.15798268635400683,0.11023816440000189,0.18289624909999702
1508629,22396666,59582.1729999993,59582,199.31485584330002,-19.2306813662,-0.2119473864,0.9602515564,-7.80229e-05,24.884672107300002,K14OZ,3.0683180843,3.0133230219,-2.9459907357,-0.3209215183,-0.5461351472,0.0033290915000000003,-0.0085719879,-0.0005433486,-0.6744403003436688,0.4054102220112004,0.5693186338000018,-0.4851441566999881
1302848,19309345,59582.1729999993,59582,200.3541620378,-20.031220724100002,-0.2119473864,0.9602515564,-7.80229e-05,22.2196580252,K16AE,2.7861119524,2.7269977899,-2.6660770290999998,-0.2546803264,-0.5135057469,-0.0001094209,-0.0109426699,0.0001095525,0.6279865881088948,-0.06552684100183585,-0.23122072410000172,0.5541620377999834
1300975,19286932,59582.1729999993,59582,199.4387983957,-20.2548845216,-0.2119473864,0.9602515564,-7.80229e-05,22.0396844881,K15Y2,2.4975512932,2.4712190234,-2.4214917311,-0.0991236798,-0.4831932888,0.0010403764,-0.0117301275,-0.0023428723000000003,-0.20288852437279944,-0.5387661659357302,-0.45488452160000037,-0.361201604300021
799398,11946070,59582.1729999993,59582,199.1226298164,-19.1387436171,-0.2119473864,0.9602515564,-7.80229e-05,22.4929202387,c5358,1.9998084478,2.0326210047,-1.9969703908,0.1316104602,-0.3554378903,-0.0015812630999999999,-0.0108977936,-0.0035764788,-0.8958347248780404,0.43726889665286145,0.6612563828999996,-0.6773701836000043
1272781,19016457,59582.1729999993,59582,200.6185650885,-19.472602233499998,-0.2119473864,0.9602515564,-7.80229e-05,23.705772816,K15P2,3.1827365705,3.1008046422000004,-3.0204270451,-0.4312658749,-0.5531904184,0.0011798382,-0.0085048912,-0.0012065630000000001,0.7017323487348117,0.5487696028219625,0.3273977665000025,0.8185650884999802
1287569,19153260,59582.1729999993,59582,200.14860433209998,-19.4294122797,-0.2119473864,0.9602515564,-7.80229e-05,23.729271677600003,K15TN,3.2861558988999997,3.2067407523,-3.121310967,-0.45395773549999996,-0.5783826363,0.0006664789,-0.008541234699999999,0.0005323833,0.21938529533423182,0.4555651762896066,0.3705877203000014,0.348604332099967
880140,13238925,59582.1729999993,59582,199.64287050229998,-20.656760888900003,-0.2119473864,0.9602515564,-7.80229e-05,21.6899457857,g7063,3.0800474294,3.0111882082,-2.9262637092,-0.3608201993,-0.6115912962,0.0007857951,-0.0098942688,0.0003152235,0.1336291330751023,-0.8679582150827003,-0.856760888900002,-0.15712949770002638
910076,13763910,59582.1729999993,59582,199.7310915052,-19.4992817274,-0.2119473864,0.9602515564,-7.80229e-05,22.5219567069,i3998,2.8591378212,2.8079883619999997,-2.748862017,-0.2541907345,-0.5137541461,-0.0007034389,-0.009844913299999999,0.00038335779999999997,-0.17073844655958226,0.26867155293118,0.30071827260000106,-0.06890849480001293
911660,13789516,59582.1729999993,59582,200.4692578764,-19.3168882869,-0.2119473864,0.9602515564,-7.80229e-05,23.622125424,i4824,3.1950296008,3.1156720042000003,-3.0367306055000003,-0.4275637264,-0.550334923,-0.00031218669999999996,-0.0087501887,0.0006653747000000001,0.49982579928510557,0.6559842789516873,0.48311171310000134,0.6692578763999961
947579,14196360,59582.1729999993,59582,200.31433232860002,-19.7590722447,-0.2119473864,0.9602515564,-7.80229e-05,21.0978453468,j7948,2.6920488257999997,2.6412667258,-2.5879138056,-0.2087531417,-0.48519498920000004,0.00037415800000000003,-0.011266460800000001,0.0001936546,0.49630474572697275,0.18569697177607208,0.04092775530000026,0.5143323286000054
999855,14959084,59582.1729999993,59582,199.0603496104,-19.7211393001,-0.2119473864,0.9602515564,-7.80229e-05,22.7948106739,m2552,2.9123026817,2.8668367481,-2.8031306384,-0.2520520679,-0.5456017958,0.0017601310999999999,-0.0089211163,0.00020936470000000002,-0.7572029378459958,-0.13555086790036922,0.07886069990000166,-0.7396503896000013
1005074,15015783,59582.1729999993,59582,199.9517043859,-19.1959517865,-0.2119473864,0.9602515564,-7.80229e-05,23.2642704877,m4381,3.056492233,2.9926756299,-2.9252483850999997,-0.34319800990000005,-0.5303248414,-0.0010885183,-0.009155395,0.0008313267,-0.05606137593764782,0.622841801556161,0.6040482135000005,0.1517043858999898
1019475,15172054,59582.1729999993,59582,199.40085401849998,-20.0533167966,-0.2119473864,0.9602515564,-7.80229e-05,22.8334746472,m9422,3.1127111227,3.0493221057,-2.9699157062,-0.3554405864,-0.5929822861,-0.0001954799,-0.0092789233,0.0004928046,-0.3085121586665556,-0.3562234281739364,-0.25331679660000006,-0.3991459815000269
955951,14291933,59582.1729999993,59582,199.79749072099997,-19.999899598,-0.2119473864,0.9602515564,-7.80229e-05,21.92242992,k1031,3.2789971570999996,3.2019134568000003,-3.1110832782999998,-0.4433398454,-0.6138895682,-0.0013275351000000002,-0.0087453284,0.0034824965,0.06533309612895641,-0.19269525197389017,-0.19989959799999824,-0.002509279000037168
1025522,15255971,59582.1729999993,59582,199.1395508093,-19.1229957923,-0.2119473864,0.9602515564,-7.80229e-05,22.259972949,n2129,2.8044925329000003,2.7678023029000003,-2.7152112012000003,-0.2022831838,-0.4974326429,0.0028735890999999998,-0.0099257919,0.0008624458,-0.8845827774936064,0.45716827133392296,0.6770042077000014,-0.6604491907000067
1100297,16484439,59582.1729999993,59582,199.6580170337,-19.0404579585,-0.2119473864,0.9602515564,-7.80229e-05,22.7392284905,K07T1,4.064345135,3.9660325404,-3.8300049944,-0.7529856214,-0.7024873725,0.0024721216,-0.0069322238,0.0007561442,-0.4006840361042415,0.6864750469084523,0.7595420415000014,-0.14198296630002005
1101380,16497986,59582.1729999993,59582,199.591105097,-19.7489922164,-0.2119473864,0.9602515564,-7.80229e-05,22.2004375709,K07Td,1.7744839729,1.8270287254,-1.7853760828999998,0.2079573096,-0.3274445961,-0.0023212914,-0.012190671699999999,0.0038607881,-0.22401102470488002,-0.010599632474838383,0.05100778359999936,-0.20889490300001512
1170605,17380370,59582.1729999993,59582,199.37104955580003,-18.9605541617,-0.2119473864,0.9602515564,-7.80229e-05,24.4059128424,K11U8,3.1706588533999995,3.1112378385,-3.0408230443,-0.3620648582,-0.549640919,-0.0007634651,-0.0088416834,0.0009631192999999999,-0.7121675477443934,0.6791896894958536,0.8394458383000014,-0.42895044419998385
1124037,16765020,59582.1729999993,59582,199.6976629678,-19.8195703747,-0.2119473864,0.9602515564,-7.80229e-05,23.227523863400002,K08UF,3.3712932335000003,3.2926623455,-3.1979540014,-0.4752303084,-0.6235957665,-0.0013340713000000001,-0.0085525717,0.0034351790999999996,-0.09462229827713918,-0.047902019955494375,-0.019570374699998894,-0.10233703220001189
1127549,16793385,59582.1729999993,59582,200.7372280541,-19.5203048107,-0.2119473864,0.9602515564,-7.80229e-05,21.847252941,K08V7,3.3970582196,3.3032783432,-3.2063216695,-0.5314165458,-0.590546881,0.0019916751,-0.008958406700000001,0.0002757355,0.8363060893040296,0.5366791752250386,0.2796951892999999,0.9372280540999895
