,obs_id,exp_mjd,night,RA_deg,Dec_deg,obs_x_au,obs_y_au,obs_z_au,mag,name,Delta_au,r_au,obj_x_au,obj_y_au,obj_z_au,obj_dx/dt_au_p_day,obj_dy/dt_au_p_day,obj_dz/dt_au_p_day,theta_x_deg,theta_y_deg,naive_dec,naive_ra
1019477,15172056,59584.1729999993,59584,199.8079043112,-20.2903486908,-0.2459820987,0.9521009512999999,-7.67763e-05,22.820326717100002,m9422,3.0871482943,3.0516666543,-2.9702447401999996,-0.37399225939999997,-0.5919842415,-0.0001335524,-0.009271318800000001,0.0005051580999999999,-0.5790192320624299,-0.2473754124961279,-0.0788992711999974,-0.6200666725000019
1158948,17218645,59584.1729999993,59584,201.15492314419998,-20.167173832,-0.2459820987,0.9521009512999999,-7.67763e-05,22.0607557308,K11B6,1.9814837816,2.0140873187,-1.9806333789,0.0644979962,-0.3598321194,-0.0008294061,-0.0112888272,-0.0032751076,0.6987313915416685,0.24428134362242251,0.04427558760000139,0.7269521604999909
1157696,17193907,59584.1729999993,59584,201.3956042396,-20.1648698352,-0.2459820987,0.9521009512999999,-7.67763e-05,22.717989592600002,K10X3,3.0977386248000003,3.0385687942,-2.9534447391,-0.4459377864,-0.5578565953,0.0013906074,-0.0092324815,0.0008525419,0.9351108195433232,0.3133072272503029,0.046579584399999874,0.9676332559000116
1139366,16965561,59584.1729999993,59584,199.7265065643,-20.0823708222,-0.2459820987,0.9521009512999999,-7.67763e-05,22.623303280500004,K09V1,3.1735664993,3.1362212712,-3.0516767791,-0.4043924346,-0.5996827965,-0.001369785,-0.0094970785,0.000493258,-0.7281395046586795,-0.07336908770830915,0.1290785973999995,-0.701464419399997
1231978,18306900,59584.1729999993,59584,201.09813639900003,-19.526625863099998,-0.2459820987,0.9521009512999999,-7.67763e-05,23.1033386227,K14OG,2.0051403199,2.039341457,-2.0091158756,0.0613712946,-0.3443842929,0.0006775492,-0.0115185672,-0.0027697585,0.4278549052994937,0.8399419766554617,0.6848235565000031,0.6701654153000334
1124039,16765022,59584.1729999993,59584,200.07825159919997,-19.9251406066,-0.2459820987,0.9521009512999999,-7.67763e-05,23.216569169499998,K08UF,3.3460731036,3.2964175584,-3.2005693585,-0.49232873229999996,-0.6167146179,-0.0012811182,-0.0085445644,0.0034454437,-0.4380278078990565,0.17397825005749235,0.28630881300000155,-0.3497193845000197
1101382,16497988,59584.1729999993,59584,200.5249000193,-19.9675030433,-0.2459820987,0.9521009512999999,-7.67763e-05,22.1796425365,K07Td,1.7539470702000002,1.8274140072999998,-1.7898455541,0.1835551304,-0.3196910394,-0.0021478607,-0.0122096638,0.0038921801,0.013162428896224475,0.2589969534147827,0.24394637630000204,0.09692903559999877
1127551,16793387,59584.1729999993,59584,201.1360504064,-19.7578072788,-0.2459820987,0.9521009512999999,-7.67763e-05,21.8315704161,K08V7,3.3677892355,3.3021922326,-3.2022853326,-0.5493260455,-0.5899856651,0.0020443183,-0.0089495289,0.0002854329,0.543086976723609,0.6301429591813598,0.45364214079999954,0.7080794226999956
640234,9577890,59585.1729999993,59585,200.7421930036,-20.8354590217,-0.2628854423,0.9475785419,-7.63568e-05,21.3569769192,U8965,2.7161751589,2.7020964010000004,-2.6368981363,-0.26158976920000004,-0.5288326501,-0.0008252446,-0.0104712847,0.000756202,0.14358402914233553,-0.396429414558884,-0.4197834695999987,0.00499520590000202
590053,8693367,59585.1729999993,59585,201.5060463425,-20.5303880498,-0.2628854423,0.9475785419,-7.63568e-05,20.9172960567,S0432,2.4719422561,2.4659329391,-2.4166568352,-0.1758889186,-0.4578843625,0.0017268193,-0.0111365441,-0.000559295,0.788217945283398,0.10177732917029966,-0.11471249769999758,0.7688485448000222
609984,9026121,59585.1729999993,59585,200.135075726,-19.6587209681,-0.2628854423,0.9475785419,-7.63568e-05,22.0708585589,T1166,2.9549615858999996,2.9423734192,-2.8755417099000002,-0.32671697920000004,-0.5311094314,0.0014493267000000002,-0.0098657583,-0.0005554523999999999,-0.8383007473614391,0.5459234439867208,0.7569545840000025,-0.6021220716999949
622727,9254715,59585.1729999993,59585,200.9319204609,-21.0412706252,-0.2628854423,0.9475785419,-7.63568e-05,22.2895296922,T8540,3.1481382538,3.1053957581000002,-3.0072057243,-0.46511903060000004,-0.6195650357,0.0007074317,-0.0087227385,-7.8141e-06,0.3957346519367287,-0.5405548780350541,-0.6255950730999977,0.19472266319999676
631495,9397935,59585.1729999993,59585,200.7389293479,-20.4052578989,-0.2628854423,0.9475785419,-7.63568e-05,21.1647192679,U3160,2.2917494063999997,2.3131071745,-2.2716487547999997,-0.0681047633,-0.4306256802,-0.0006466986,-0.0120341298,-0.0010958224000000001,-0.0017717662011239674,0.010337024982677566,0.010417653200001098,0.0017315502000201377
567385,8431107,59585.1729999993,59585,200.4890710476,-21.1075320519,-0.2628854423,0.9475785419,-7.63568e-05,21.4240189106,R1972,3.0057988743,2.9766326752,-2.8896218105,-0.3835259931,-0.6027733302,0.0001383585,-0.010129326,-0.0003845171,-0.012833429789739689,-0.7230306138625772,-0.6918564998000001,-0.24812675009999907
633903,9462539,59585.1729999993,59585,200.9681592541,-21.274930785,-0.2628854423,0.9475785419,-7.63568e-05,21.6715990928,U5244,2.8865147,2.8559495194999998,-2.7745643822000003,-0.3521497315,-0.5781269009000001,0.0019003819000000001,-0.009444625,0.00030283080000000003,0.5073620678039547,-0.7532406635370726,-0.8592552328999972,0.23096145639999577
682363,10288007,59585.1729999993,59585,200.5766860773,-21.2774510676,-0.2628854423,0.9475785419,-7.63568e-05,21.238918948800002,X1872,3.4567358586,3.4040541926,-3.2784918312,-0.5900653581,-0.7006419425,0.0028023590000000004,-0.0083786296,-0.0007347828,0.12778630930750984,-0.8606767694466556,-0.8617755154999998,-0.16051172039999528
774311,11628726,59585.1729999993,59585,201.2995837462,-20.478613993699998,-0.2628854423,0.9475785419,-7.63568e-05,22.183635611,b5121,3.6926343589,3.6246995039,-3.4858664182,-0.7191804484000001,-0.6855372283,0.0012590534,-0.0080411646,0.0021313720000000003,0.5692196825223337,0.09460266584720078,-0.06293844159999651,0.5623859485000082
728038,10987181,59585.1729999993,59585,199.94260746080002,-20.7845652561,-0.2628854423,0.9475785419,-7.63568e-05,21.554435451999996,Z4426,2.2800662928,2.3119704227,-2.2667411099,-0.0413353052,-0.4531924193,-0.0022967025,-0.0117789552,-0.00017062099999999998,-0.6483621057957442,-0.5661648899131215,-0.3688897039999972,-0.7945903368999723
732951,11079840,59585.1729999993,59585,199.9660666881,-21.0055560194,-0.2628854423,0.9475785419,-7.63568e-05,22.151664884000002,Z7415,2.8619485417000003,2.8492962814,-2.7740590433,-0.2975236806,-0.5784162711999999,-0.0017225032,-0.0095725989,-0.0011177993,-0.5527021747480942,-0.7681796186490728,-0.5898804672999987,-0.7711311095999918
765374,11536811,59585.1729999993,59585,201.3577415283,-20.0527725194,-0.2628854423,0.9475785419,-7.63568e-05,21.815216127,b2156,3.2575027242,3.2089023917,-3.1127611187,-0.5191883944,-0.5815635722,0.0010633889999999999,-0.009168829,0.0015848057000000001,0.48485133751336895,0.5153679252123808,0.36290303270000024,0.6205437306000192
779203,11688060,59585.1729999993,59585,200.7502975524,-20.8395284844,-0.2628854423,0.9475785419,-7.63568e-05,22.4147685046,b7035,3.9208736663,3.8513781732999997,-3.6895619167,-0.7984052865000001,-0.7634105679000001,0.0030307577,-0.0068714289000000005,-0.000820988,0.15280378179026377,-0.39808802640619034,-0.4238529322999973,0.013099754700022004
792492,11848268,59585.1729999993,59585,200.8716035065,-20.899819345999997,-0.2628854423,0.9475785419,-7.63568e-05,21.3498911299,c2203,3.2868364329000004,3.2392610593,-3.1319784882,-0.5225258756000001,-0.6406946771,0.0016313831,-0.00938772,0.000540096,0.2906301116748996,-0.4224059892671457,-0.48414379389999596,0.134405708800017
799401,11946073,59585.1729999993,59585,200.00825842720002,-20.0001386138,-0.2628854423,0.9475785419,-7.63568e-05,22.4678845578,c5358,1.9689261412999999,2.0370107106,-2.001398219,0.09889603289999999,-0.3661111561,-0.0013705963,-0.0109099404,-0.0035384622999999997,-0.84629481272255,0.1898808739261622,0.4155369383000007,-0.7289393704999725
819912,12326443,59585.1729999993,59585,200.51264463959998,-21.148113415,-0.2628854423,0.9475785419,-7.63568e-05,21.5794204834,d7628,2.8887603797000003,2.8655778784,-2.7862640266,-0.3331709519,-0.5807464747,0.0025460391,-0.0091507963,0.0009304253,0.02333577499025251,-0.755154709307222,-0.7324378628999995,-0.22455315810000798
566142,8411825,59585.1729999993,59585,200.2014319359,-20.2579848148,-0.2628854423,0.9475785419,-7.63568e-05,21.102464926099998,R1350,3.2376254042,3.206122614,-3.1133965552,-0.4606524818,-0.6113782768,0.000194167,-0.009172970899999999,0.0022082162,-0.5728153043916195,0.0010742036299259965,0.15769073730000116,-0.5357658618000016
693554,10405187,59585.1729999993,59585,201.17227658669998,-20.4469578671,-0.2628854423,0.9475785419,-7.63568e-05,21.2013403335,X5652,2.9093803576,2.8792317566000003,-2.8049493127,-0.36004824939999996,-0.5409252443,0.003694248,-0.0098390498,-0.0010094513,0.43440965134198994,0.08980949622991512,-0.03128231499999856,0.43507878899998786
549560,8212650,59585.1729999993,59585,200.0940234482,-20.4667711863,-0.2628854423,0.9475785419,-7.63568e-05,20.7730905761,Q4925,1.6855126882,1.7888865755,-1.7458797933,0.2153877482,-0.3250031466,-0.0010478231,-0.0128668868,-0.0028561181,-0.6073159947822254,-0.22522192995254078,-0.051095634199999296,-0.6431743494999864
876883,13184182,59585.1729999993,59585,201.5861484953,-20.306622110899998,-0.2628854423,0.9475785419,-7.63568e-05,22.2776862972,g5297,2.8143156544,2.784451288,-2.7171747819,-0.33183477920000004,-0.5099175024,-0.0022851235,-0.0106217273,0.0005115159999999999,0.7927446814871297,0.3369581492206636,0.10905344120000393,0.848950697600003
516530,7728957,59585.1729999993,59585,200.50223065650002,-21.3089654647,-0.2628854423,0.9475785419,-7.63568e-05,20.4418252368,O9322,3.0212391160000003,2.9898742682,-2.8992891121,-0.3936241307,-0.6152485902,0.0008960388000000001,-0.0099754566,0.0017534908,0.06586540554054694,-0.9105930748173726,-0.8932899126000002,-0.23496714119997364
59590,890512,59585.1729999993,59585,199.73821699509998,-20.422306135699998,-0.2628854423,0.9475785419,-7.63568e-05,18.4927492305,28727,2.0446763314,2.1054655097,-2.0664630405,0.0700473864,-0.39725165630000003,-0.001041633,-0.012812431899999999,0.0024610044,-0.9662204983704927,-0.2815111259162196,-0.006630583599996243,-0.9989808026000162
72904,1139938,59585.1729999993,59585,201.4687709928,-20.9115557194,-0.2628854423,0.9475785419,-7.63568e-05,19.9040627859,36773,2.5347663068,2.5222653675,-2.4664079029,-0.2073935673,-0.4854302718,0.002647483,-0.010975638999999999,-0.0007071795,0.8769729955083744,-0.27195913627299345,-0.4958801672999975,0.7315731950999975
146635,2256062,59585.1729999993,59585,200.2706424009,-21.2527224101,-0.2628854423,0.9475785419,-7.63568e-05,19.661258196800002,72777,2.8727041035000003,2.8534512513,-2.7744023783,-0.3176625991,-0.5864861125999999,0.0023158464,-0.0092973341,0.00019495880000000001,-0.17690720859757145,-0.9195196092157963,-0.8370468579999972,-0.466555396800004
149747,2298191,59585.1729999993,59585,200.33486006709998,-21.0010441481,-0.2628854423,0.9475785419,-7.63568e-05,21.263763135999998,74136,3.1212555225,3.0890066927,-2.9952056901999997,-0.4264274541,-0.6235902879999999,0.0012315264,-0.0087521662,8.8572e-05,-0.19731062793746346,-0.663872889049568,-0.5853685959999986,-0.40233773060001
154540,2352968,59585.1729999993,59585,201.02051047790002,-19.6832538283,-0.2628854423,0.9475785419,-7.63568e-05,20.3175579467,75903,2.6849748208,2.6755178735,-2.6227355042,-0.2441537161,-0.4690877631,0.0004043907,-0.0103645865,-0.0013185866,0.03166082326054412,0.7714841313640908,0.7324217238000017,0.28331268020002653
175200,2602735,59585.1729999993,59585,201.1248798687,-20.832338508699998,-0.2628854423,0.9475785419,-7.63568e-05,20.4036347228,83960,3.0762602373,3.0354735363,-2.9448171225,-0.4383030125,-0.5916436203000001,0.0035055317,-0.0083997799,0.0019061751,0.5151985915896249,-0.2895604882482477,-0.4166629565999962,0.3876820710000004
308189,4630042,59585.1729999993,59585,200.91781180720002,-19.4954071199,-0.2628854423,0.9475785419,-7.63568e-05,21.9936809229,E9357,2.5914060172999998,2.5910895236,-2.5447228956,-0.1966252762,-0.4466193061,-0.0001474426,-0.010094990600000001,-0.0002189405,-0.13181870642521995,0.9200408030117027,0.9202684322000003,0.18061400950003303
329767,4978048,59585.1729999993,59585,201.08312881560002,-20.69369739,-0.2628854423,0.9475785419,-7.63568e-05,21.1786907471,G0583,2.7349815521,2.7154195154000003,-2.6501447563,-0.2812724947,-0.520693479,0.0032757574,-0.0093724668,-0.0001486201,0.4288783168779601,-0.16904578010201374,-0.278021837899999,0.34593101790002834
518099,7748146,59585.1729999993,59585,199.8970974877,-20.5239887587,-0.2628854423,0.9475785419,-7.63568e-05,21.206635758399997,O9941,2.9850322237999998,2.9692357581,-2.8915643348,-0.3416243066,-0.5818157082,0.0001577619,-0.0096459764,0.0001166205,-0.7788170442642596,-0.33329022074727954,-0.10831320659999832,-0.8401003099999969
355977,5337431,59585.1729999993,59585,200.22620535220003,-19.5648003749,-0.2628854423,0.9475785419,-7.63568e-05,21.8571961596,H2176,3.1103358701999997,3.0887197705,-3.0129159162,-0.39636472359999997,-0.5526504398,0.0017086826000000002,-0.008690149,-0.0006616472,-0.7815913483094239,0.6597460357151768,0.8508751772000025,-0.5109924454999657
401411,5995127,59585.1729999993,59585,199.90883675509997,-19.9015031756,-0.2628854423,0.9475785419,-7.63568e-05,20.7783051474,J3392,2.4304579809,2.4550232184,-2.4116144376,-0.09550577960000001,-0.4495925412,-0.0020763055,-0.0109427643,0.0001487828,-0.9757090024207596,0.25467629884378445,0.514172376500003,-0.8283610426000223
421380,6237516,59585.1729999993,59585,201.279885431,-20.6635090868,-0.2628854423,0.9475785419,-7.63568e-05,20.8074960752,K1211,2.3254074458000003,2.3342989158000003,-2.2903473467,-0.1033262498,-0.4388441022,0.0011396702,-0.011714020600000001,-0.001208956,0.6109556027356806,-0.08672810546953628,-0.2478335346999998,0.5426876333000052
425534,6284946,59585.1729999993,59585,201.576995185,-20.1708888983,-0.2628854423,0.9475785419,-7.63568e-05,21.2152259572,K2741,2.8432791978,2.8125689202999995,-2.7447566235000003,-0.34291072429999997,-0.5091829183,0.0026857392,-0.009135035500000001,0.0003373642,0.7387959983803135,0.4636994910930682,0.24478665380000209,0.8397973872999955
444549,6669067,59585.1729999993,59585,200.3573530887,-19.6370926305,-0.2628854423,0.9475785419,-7.63568e-05,21.245640287,L5132,1.9569373818,2.0235061046,-1.990888292,0.09771358220000001,-0.34841472450000005,-0.0015499792999999998,-0.010978408799999999,0.0038519861,-0.6298065210754991,0.6287698529603444,0.7785829216000018,-0.3798447089999968
470870,7036448,59585.1729999993,59585,200.5388150409,-19.496922781800002,-0.2628854423,0.9475785419,-7.63568e-05,20.8758766999,M6983,3.0441867360000003,3.021677333,-2.9501078393,-0.3802783149,-0.5317763104,0.0002968089,-0.0099220558,-0.00017530779999999998,-0.5006721260820498,0.8117174852380511,0.9187527702999994,-0.19838275679998674
474645,7081057,59585.1729999993,59585,200.5070587436,-20.906167943299998,-0.2628854423,0.9475785419,-7.63568e-05,19.956126438800002,M8422,2.5650230031,2.5645376842,-2.5071960851,-0.1866671575,-0.5059413965,0.0021450637,-0.011386842900000001,-0.0011337809,-0.06154329955090547,-0.5273280116862865,-0.49049239119999655,-0.23013905409999325
488404,7225238,59585.1729999993,59585,200.4993324185,-21.052139557100002,-0.2628854423,0.9475785419,-7.63568e-05,20.5079138763,N3073,2.7539123631,2.7397323006,-2.6702366691,-0.2716941062,-0.5496831111,0.001150044,-0.010393209799999999,-0.0036412034999999997,-0.021055388003127583,-0.6677433060133353,-0.6364640050000006,-0.23786537920000228
499814,7448066,59585.1729999993,59585,201.23098968009998,-20.1089702835,-0.2628854423,0.9475785419,-7.63568e-05,21.1418747906,O0261,3.1926644835,3.1486964517000002,-3.0574436681,-0.48513446759999995,-0.5753017554,0.0022986635,-0.0083699057,0.0008676221000000001,0.37961325459755646,0.42691041121083273,0.3067052686000018,0.4937918823999894
360384,5399028,59585.1729999993,59585,201.2966248284,-20.6022983536,-0.2628854423,0.9475785419,-7.63568e-05,21.4898432973,H4163,2.9826039017,2.9455704992,-2.8640898720999997,-0.40021333950000004,-0.5596463647,-0.0001137684,-0.0094572919,-3.26998e-05,0.6071427970353248,-0.02389664573389662,-0.18662280149999688,0.5594270307000215
880143,13238928,59585.1729999993,59585,200.3095459006,-21.0578103193,-0.2628854423,0.9475785419,-7.63568e-05,21.667571867399996,g7063,3.0403043088,3.0122624089,-2.9237634950999998,-0.39048720060000003,-0.6106157472,0.0008808561999999999,-0.0098820604,0.0003350839,-0.20317434314440644,-0.7244569791219879,-0.6421347671999982,-0.42765189709999163
835423,12567964,59585.1729999993,59585,200.3078522824,-21.2896329491,-0.2628854423,0.9475785419,-7.63568e-05,21.9622254341,e5419,3.384315939,3.3386131512,-3.2202368006,-0.5453137393999999,-0.6921312355,0.00010744260000000001,-0.008609940600000001,0.0013324806,-0.1287991683135021,-0.9444806033708832,-0.8739573969999981,-0.42934551529998544
910079,13763913,59585.1729999993,59585,200.4116788229,-19.8815497159,-0.2628854423,0.9475785419,-7.63568e-05,22.5021027165,i3998,2.82285034,2.8125014985,-2.7508073569,-0.2837116814,-0.5125731619,-0.0005934391,-0.0098341551,0.0004038856,-0.494762030544711,0.41401166874328876,0.5341258362000012,-0.3255189747999907
1367317,20253670,59585.1729999993,59585,201.35746655650001,-20.9015155646,-0.2628854423,0.9475785419,-7.63568e-05,20.1242167816,K05EB,2.3380395572999997,2.3433137114,-2.2970746056999998,-0.1140272111,-0.4489601327,0.0029881571,-0.012128601299999998,-0.0014647979,0.764906205711433,-0.29246762768442497,-0.48584001249999886,0.6202687588000231
1400677,20691018,59585.1729999993,59585,200.4337829916,-20.5854211299,-0.2628854423,0.9475785419,-7.63568e-05,21.9866795571,K07W0,2.1728623144,2.209039001,-2.1690138507,-0.0078788833,-0.41853332810000005,-0.0024782329000000002,-0.0122976631,-9.40977e-05,-0.2385721851682792,-0.24383788744337867,-0.169745577799997,-0.30341480609999394
1400889,20693715,59585.1729999993,59585,200.608976447,-20.079788279200002,-0.2628854423,0.9475785419,-7.63568e-05,23.8346049969,K07W5,3.0958509507,3.0661850164,-2.9844782611,-0.4142280585,-0.5681506662,3.78319e-05,-0.0089318295,0.0005707163,-0.23657133266346445,0.2820731925974232,0.3358872728999991,-0.12822135069998808
1413371,20843507,59585.1729999993,59585,200.1864074223,-19.8066990923,-0.2628854423,0.9475785419,-7.63568e-05,22.7945607371,K08YA,2.2392510585,2.2770342832,-2.2402558817,-0.0212487927,-0.4070469261,-0.0004910647000000001,-0.0120167839,-0.0005571136,-0.7386277348758196,0.4213830359637675,0.6089764598000009,-0.5507903753999983
1424353,21007869,59585.1729999993,59585,200.84643537830001,-20.604814770999997,-0.2628854423,0.9475785419,-7.63568e-05,21.023863633,K10B5,2.1356257143,2.1694926962,-2.1310350824,-0.00405406,-0.4066590726,0.0013537459,-0.0118401276,-0.0019381645000000002,0.16893971227642593,-0.14924868807123096,-0.18913921889999585,0.10923758060002342
1424859,21017448,59585.1729999993,59585,200.33026265290002,-20.7194821241,-0.2628854423,0.9475785419,-7.63568e-05,22.5907893081,K10B9,3.318308857,3.2784899646,-3.1732358092000004,-0.5087479940999999,-0.6482641632,-0.0003924962,-0.0084182319,0.0032471426,-0.29461830524817634,-0.3988518853419109,-0.30380657199999916,-0.4069351447999736
1431922,21163365,59585.1729999993,59585,199.97443738220002,-19.9751212058,-0.2628854423,0.9475785419,-7.63568e-05,22.2658058963,K10H0,2.090740641,2.1456244636000004,-2.1096471421,0.047632681100000004,-0.3883611749,-0.0004545097,-0.0106829101,-0.0048520261,-0.8874482993096199,0.20393245970174592,0.4405543463000008,-0.7627604154999688
1438116,21268145,59585.1729999993,59585,201.2423463326,-20.6980371947,-0.2628854423,0.9475785419,-7.63568e-05,21.603043274,K10KC,2.7549246389,2.7316754493,-2.6648980797,-0.296413789,-0.5220228451,0.0005511584,-0.010057308499999999,0.0023233201000000003,0.5856632076153885,-0.12981880477023383,-0.28236164259999796,0.5051485349000018
1303415,19314184,59585.1729999993,59585,200.9555582473,-19.846570338,-0.2628854423,0.9475785419,-7.63568e-05,22.6774336906,K16AH,3.2204960142,3.1808868055,-3.0917425212,-0.4813191774,-0.5722769448,0.0019044419,-0.0091828799,0.000274282,0.02304294757869381,0.5989040758516482,0.5691052141000021,0.21836044959999867
1442036,21328161,59585.1729999993,59585,200.21295096880002,-19.7692026548,-0.2628854423,0.9475785419,-7.63568e-05,21.1966401687,K10M6,2.0486198028000002,2.1058400756,-2.0720365746000002,0.060818202,-0.3708476832,-0.0005760748,-0.0117690114,-0.0028256988,-0.7254969713770509,0.4640533152114063,0.6464728973000007,-0.524246828899976
1464686,21695356,59585.1729999993,59585,200.873646802,-19.8342673898,-0.2628854423,0.9475785419,-7.63568e-05,23.3517831431,K12BD,1.31672982,1.48497383,-1.4202117656,0.36495228869999996,-0.23442620100000003,-0.0031145484999999997,-0.0165129716,-0.0036729335,-0.060974115769510714,0.5876614128839199,0.5814081623000007,0.13644900430000462
1466074,21733579,59585.1729999993,59585,200.46432576720002,-20.904772891700002,-0.2628854423,0.9475785419,-7.63568e-05,22.954139023699998,K12N0,3.5625153176,3.5094957460000002,-3.3808666770999998,-0.6255997732,-0.7035096493,0.0028436128999999996,-0.0079545444,0.0016453239999999999,-0.10346567583712227,-0.5376108153844267,-0.4890973396000007,-0.27287203049996833
1475803,21865112,59585.1729999993,59585,200.8968884352,-21.3674796447,-0.2628854423,0.9475785419,-7.63568e-05,25.154173901500002,K13AG,2.3563133875999998,2.3641090093,-2.3128966632,-0.11202976210000001,-0.47641343979999995,-0.0003797718,-0.0116504936,0.0008322585000000001,0.46818205337788094,-0.8604916345685845,-0.9518040925999998,0.159690637500006
1500018,22250256,59585.1729999993,59585,200.63054955400003,-21.3704669723,-0.2628854423,0.9475785419,-7.63568e-05,23.065805324899998,K14G1,1.7994296669,1.8731378238999998,-1.8311329953,0.1450537293,-0.3668196785,-0.0035440896,-0.0115983512,0.0036970092,0.21041616422393042,-0.9346109424565221,-0.9547914201999994,-0.10664824369996495
1505640,22352277,59585.1729999993,59585,200.689505432,-20.2103671855,-0.2628854423,0.9475785419,-7.63568e-05,23.49370136,K14OD,2.8194427918000002,2.8032290196,-2.7381024058,-0.29751892010000003,-0.5218914102000001,0.0023407141,-0.0096709296,-0.001083262,-0.11466327932382696,0.1810463657832628,0.20530836660000062,-0.04769236569998725
1520845,22555482,59585.1729999993,59585,201.4594723586,-19.751553542,-0.2628854423,0.9475785419,-7.63568e-05,23.339397363000003,K14WR,3.3681226077999997,3.3148094373,-3.2130979451,-0.5691965286,-0.5830767641,-0.0004823407,-0.0090094606,0.0018109352,0.48389787236984994,0.8296521055964928,0.6641220101000016,0.7222745609000185
1547700,22963597,59585.1729999993,59585,200.0599074411,-19.7676967525,-0.2628854423,0.9475785419,-7.63568e-05,22.815384553,K16AK,2.6016205391,2.6117408779,-2.5626686131,-0.17290070010000003,-0.4733131528,-0.00047404580000000003,-0.0112502256,-0.0016630095000000002,-0.8744314508417219,0.4225349729878062,0.6479787996000006,-0.6772903565999968
1548316,22971471,59585.1729999993,59585,200.099501597,-20.6652307982,-0.2628854423,0.9475785419,-7.63568e-05,23.440596370999998,K16B2,2.0777421769999997,2.1282786553,-2.0885438564,0.0429587707,-0.40707387359999997,-0.0004020561,-0.0109542294,-0.0027006416,-0.5361209452128822,-0.41075660515667856,-0.24955524609999813,-0.6376962006999918
1444902,21381078,59585.1729999993,59585,200.67172845139999,-20.5626677069,-0.2628854423,0.9475785419,-7.63568e-05,4.9414323432,K10O1,4.7552910699,4.6667086449,-4.4285621072,-1.158825997,-0.9072648714,0.0023874939,-0.006346548100000001,-0.0017950038000000001,-0.014969273976532992,-0.15712177988919088,-0.1469921547999995,-0.06546934630000578
1302851,19309348,59585.1729999993,59585,201.1351873226,-20.4733650618,-0.2628854423,0.9475785419,-7.63568e-05,22.1991557407,K16AE,2.7504012575,2.7303393932,-2.6662304359999998,-0.2874931709,-0.5131433925,7.0864e-06,-0.0109308242,0.0001319841,0.40694087735305806,0.05455405901466294,-0.05768950969999764,0.39798952489999806
901545,13651786,59585.1729999993,59585,201.00694419959999,-21.149922674000003,-0.2628854423,0.9475785419,-7.63568e-05,22.3979564828,i0381,3.07153883,3.030919434,-2.9371314045,-0.4354337729,-0.6083824105,0.0020814795,-0.0077196529,-0.0041061249,0.5043167043295131,-0.6237531799586903,-0.7342471219000011,0.26974640189999377
1287572,19153263,59585.1729999993,59585,200.7119392829,-19.7567975615,-0.2628854423,0.9475785419,-7.63568e-05,23.707609358499997,K15TN,3.2446500449,3.2081075951,-3.1191853887,-0.47956481590000005,-0.5767620308,0.0007504326,-0.008528675999999999,0.0005479235,-0.24456169287581167,0.615572619870988,0.6588779906000006,-0.025258514799986642
1300978,19286935,59585.1729999993,59585,200.3093399478,-20.9529701147,-0.2628854423,0.9475785419,-7.63568e-05,22.0128363477,K15Y2,2.4608680227,2.4709909821,-2.4181567639,-0.1343067638,-0.490179551,0.0011827519,-0.0117232602,-0.0023142371,-0.23785878255267115,-0.6253064819287916,-0.5372945625999996,-0.4278578498999934
1553267,23028356,59585.1729999993,59585,201.5432574485,-20.4515174045,-0.2628854423,0.9475785419,-7.63568e-05,22.489799193499998,K16CR,2.7463909289,2.7206211330000003,-2.6563985243,-0.301085332,-0.5046522089,0.0007251506,-0.0107578807,-0.0025982106,0.7986265755881005,0.18712534118748803,-0.035841852399997265,0.8060596507999946
911663,13789519,59585.1729999993,59585,201.04628850240002,-19.630876124100002,-0.2628854423,0.9475785419,-7.63568e-05,23.603306597,i4824,3.1564365127,3.1198063087,-3.0375336818000003,-0.4537970564,-0.5483144789,-0.00022321279999999998,-0.0087372791,0.0006814674000000001,0.039235181350306805,0.8282304240847908,0.7847994279999995,0.30909070470002575
938821,14097814,59585.1729999993,59585,201.4131426915,-21.086118411300003,-0.2628854423,0.9475785419,-7.63568e-05,21.7228701523,j4769,2.7727495285000003,2.7435825933999998,-2.6713923972,-0.3158067479,-0.5396056011,0.002327854,-0.0100938761,0.0003262386,0.8796621459677689,-0.45365721274360676,-0.6704428592000014,0.6759448938000219
947582,14196363,59585.1729999993,59585,201.15446960900002,-20.223968390899998,-0.2628854423,0.9475785419,-7.63568e-05,21.0744948691,j7948,2.6553327638999997,2.6427568833,-2.5866043395,-0.24253902010000003,-0.48457895,0.0004987121,-0.0112555981,0.0002169977,0.3430987226673423,0.2966360020356833,0.19170716120000364,0.4172718113000258
955954,14291936,59585.1729999993,59585,200.3917766238,-20.1626705226,-0.2628854423,0.9475785419,-7.63568e-05,21.9053497877,k1031,3.2413755299,3.2074054278,-3.1149401174,-0.46955942149999996,-0.6034166,-0.0012435594000000001,-0.0087330157,0.0034989154999999997,-0.41996514232720167,0.14361528553780725,0.25300502950000237,-0.34542117389997884
1019478,15172057,59585.1729999993,59585,200.0062815209,-20.4071849682,-0.2628854423,0.9475785419,-7.63568e-05,22.8134870747,m9422,3.0743006885,3.0528329835,-2.9703628422,-0.3832623035,-0.5914759654999999,-0.00010263979999999999,-0.0092673784,0.0005113164,-0.7120885355480826,-0.19330723440923273,0.008490583900002235,-0.7309162768000022
